chembl_id,molecule_name,curation_batch,proposed_class,decision,functional_class,primary_binary_label,evidence_tier,dataset_admission_eligible,primary_analysis_eligible,training_eligible,curation_mode,decision_engine,human_validation_claimed,human_approval_required,decision_rationale,functional_activity_rows,qualifying_activity_rows,representative_activity_id,representative_assay_id,representative_document_id,representative_source_url,representative_evidence_passage,audited_at_utc,ruleset_version
CHEMBL5561038,CHEMBL5561038,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,25886237,CHEMBL5517161,CHEMBL5512687,https://doi.org/10.1021/acs.jmedchem.4c01003,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production at 10 uM pre-incubated for 15 mins by cAMP Biotrak Enzymeimmunoassay relative to control,2026-09-10T12:57:45.682889+00:00,a2a-computational-curation-v1.3
CHEMBL5619272,CHEMBL5619272,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,26125654,CHEMBL5616300,CHEMBL5614411,https://doi.org/10.1016/j.bmc.2024.117881,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity at 10 uM incubated for 18 hrs by luciferase based CRE reporter assay,2026-09-10T12:57:45.682933+00:00,a2a-computational-curation-v1.3
CHEMBL2070508,CHEMBL2070508,2,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,10993398,CHEMBL2072287,CHEMBL2069206,https://doi.org/10.1021/jm300095s,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,2026-09-10T12:57:45.682974+00:00,a2a-computational-curation-v1.3
CHEMBL5619520,CHEMBL5619520,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,26125645,CHEMBL5616300,CHEMBL5614411,https://doi.org/10.1016/j.bmc.2024.117881,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity at 10 uM incubated for 18 hrs by luciferase based CRE reporter assay,2026-09-10T12:57:45.683018+00:00,a2a-computational-curation-v1.3
CHEMBL564084,CHEMBL564084,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,2699305,CHEMBL1062522,CHEMBL1153525,https://doi.org/10.1021/jm900298c,Antagonist activity at human A2aR expressed in HEK293 cells assessed as cAMP accumulation at 10 uM,2026-09-10T12:57:45.683052+00:00,a2a-computational-curation-v1.3
CHEMBL3416801,CHEMBL3416801,2,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,15210266,CHEMBL3419486,CHEMBL3414558,https://doi.org/10.1021/acs.jmedchem.5b00215,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,2026-09-10T12:57:45.683097+00:00,a2a-computational-curation-v1.3
CHEMBL600794,CHEMBL600794,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,3107077,CHEMBL1071497,CHEMBL1156885,https://doi.org/10.1021/jm901647p,"Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of 10 nM 3-(4-(2-(6-amino-9-((2R,3R,4S,5S)-5-(ethylcarbamoyl)-3,4-dihydroxytetrahydrofuran-2-yl)-9H-purin-2-ylamino)ethyl)phenyl)propanoic acid-induced intracellular cAMP production at 10 uM",2026-09-10T12:57:45.683162+00:00,a2a-computational-curation-v1.3
CHEMBL600819,CHEMBL600819,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,3107016,CHEMBL1071498,CHEMBL1156885,https://doi.org/10.1021/jm901647p,"Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of 10 uM 3-(4-(2-(6-amino-9-((2R,3R,4S,5S)-5-(ethylcarbamoyl)-3,4-dihydroxytetrahydrofuran-2-yl)-9H-purin-2-ylamino)ethyl)phenyl)propanoic acid-induced intracellular cAMP production at 10 uM",2026-09-10T12:57:45.683236+00:00,a2a-computational-curation-v1.3
CHEMBL3416805,CHEMBL3416805,2,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,15210270,CHEMBL3419486,CHEMBL3414558,https://doi.org/10.1021/acs.jmedchem.5b00215,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,2026-09-10T12:57:45.683276+00:00,a2a-computational-curation-v1.3
CHEMBL136689,CHEMBL136689,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,24376202,CHEMBL5037232,CHEMBL5036326,https://doi.org/10.1021/acs.jmedchem.0c02169,Antagonist activity at human adenosine A2A receptor expressed in Flp-In-CHO cell membrane assessed as inhibition of NECA-induced cAMP accumulation in presence of forskolin measured after 40 mins by alpha screen LANCE assay,2026-09-10T12:57:45.683320+00:00,a2a-computational-curation-v1.3
CHEMBL2381765,CHEMBL2381765,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,13300486,CHEMBL2384072,CHEMBL2380258,https://doi.org/10.1016/j.bmcl.2013.03.070,Antagonist activity at recombinant human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production after 60 mins,2026-09-10T12:57:45.683366+00:00,a2a-computational-curation-v1.3
CHEMBL4159215,CHEMBL4159215,2,antagonist,quarantine_excluded_function,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,Raw ChEMBL evidence contains endpoint-excluded functional class(es) ['inverse_agonist']; the record cannot enter the binary agonist-versus-antagonist endpoint.,2,2,18433958,CHEMBL4156076,CHEMBL4152311,https://doi.org/10.1016/j.ejmech.2018.06.020,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,2026-09-10T12:57:45.683417+00:00,a2a-computational-curation-v1.3
CHEMBL3740939,CHEMBL3740939,2,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,16405794,CHEMBL3743205,CHEMBL3739405,https://doi.org/10.1039/C5MD00086F,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as stimulation of NECA-mediated cAMP accumulation preincubated for 15 mins followed by NECA addition measured after 15 mins by enzyme immunoassay relative to NECA,2026-09-10T12:57:45.683464+00:00,a2a-computational-curation-v1.3
CHEMBL4167557,CHEMBL4167557,2,antagonist,quarantine_excluded_function,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,Raw ChEMBL evidence contains endpoint-excluded functional class(es) ['inverse_agonist']; the record cannot enter the binary agonist-versus-antagonist endpoint.,2,2,18433963,CHEMBL4156076,CHEMBL4152311,https://doi.org/10.1016/j.ejmech.2018.06.020,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,2026-09-10T12:57:45.683516+00:00,a2a-computational-curation-v1.3
CHEMBL506250,CHEMBL506250,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,2563560,CHEMBL967912,CHEMBL1155896,https://doi.org/10.1021/jm701594y,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as effect on CGS-21680-induced cAMP production,2026-09-10T12:57:45.683552+00:00,a2a-computational-curation-v1.3
CHEMBL3741393,CHEMBL3741393,2,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,16405793,CHEMBL3743205,CHEMBL3739405,https://doi.org/10.1039/C5MD00086F,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as stimulation of NECA-mediated cAMP accumulation preincubated for 15 mins followed by NECA addition measured after 15 mins by enzyme immunoassay relative to NECA,2026-09-10T12:57:45.683598+00:00,a2a-computational-curation-v1.3
CHEMBL5073669,CHEMBL5073669,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,24376193,CHEMBL5037232,CHEMBL5036326,https://doi.org/10.1021/acs.jmedchem.0c02169,Antagonist activity at human adenosine A2A receptor expressed in Flp-In-CHO cell membrane assessed as inhibition of NECA-induced cAMP accumulation in presence of forskolin measured after 40 mins by alpha screen LANCE assay,2026-09-10T12:57:45.683641+00:00,a2a-computational-curation-v1.3
CHEMBL5076572,CHEMBL5076572,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,24376199,CHEMBL5037232,CHEMBL5036326,https://doi.org/10.1021/acs.jmedchem.0c02169,Antagonist activity at human adenosine A2A receptor expressed in Flp-In-CHO cell membrane assessed as inhibition of NECA-induced cAMP accumulation in presence of forskolin measured after 40 mins by alpha screen LANCE assay,2026-09-10T12:57:45.683684+00:00,a2a-computational-curation-v1.3
CHEMBL3771208,CHEMBL3771208,2,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,24669210,CHEMBL5099262,CHEMBL5096218,https://doi.org/10.1021/acs.jmedchem.2c01414,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,2026-09-10T12:57:45.683726+00:00,a2a-computational-curation-v1.3
CHEMBL5176737,CHEMBL5176737,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,2,2,24855197,CHEMBL5148543,CHEMBL5143715,https://doi.org/10.1021/acs.jmedchem.2c00101,Antagonist activity at A2AAR in human HEK293 cells assessed as inhibition of CGS21680-induced cAMP production preincubated for 15 mins followed by CGS21680 addition and measured after 15 mins by HTRF assay,2026-09-10T12:57:45.683767+00:00,a2a-computational-curation-v1.3
CHEMBL1076503,CHEMBL1076503,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219259,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.683787+00:00,a2a-computational-curation-v1.3
CHEMBL1076504,CHEMBL1076504,2,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219258,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.683806+00:00,a2a-computational-curation-v1.3
CHEMBL4059961,CHEMBL4059961,2,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,18240294,CHEMBL4052151,CHEMBL4049451,https://doi.org/10.1021/acs.jmedchem.7b00291,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,2026-09-10T12:57:45.683855+00:00,a2a-computational-curation-v1.3
CHEMBL1077749,CHEMBL1077749,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219224,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.683874+00:00,a2a-computational-curation-v1.3
CHEMBL1077902,CHEMBL1077902,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219233,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.683894+00:00,a2a-computational-curation-v1.3
CHEMBL4076003,CHEMBL4076003,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,18240285,CHEMBL4052151,CHEMBL4049451,https://doi.org/10.1021/acs.jmedchem.7b00291,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,2026-09-10T12:57:45.683943+00:00,a2a-computational-curation-v1.3
CHEMBL1078001,CHEMBL1078001,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219234,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.683962+00:00,a2a-computational-curation-v1.3
CHEMBL1078085,CHEMBL1078085,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219235,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.683985+00:00,a2a-computational-curation-v1.3
CHEMBL1079141,CHEMBL1079141,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219246,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.684005+00:00,a2a-computational-curation-v1.3
CHEMBL4087306,CHEMBL4087306,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,18240283,CHEMBL4052151,CHEMBL4049451,https://doi.org/10.1021/acs.jmedchem.7b00291,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,2026-09-10T12:57:45.684054+00:00,a2a-computational-curation-v1.3
CHEMBL1082063,CHEMBL1082063,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3219260,CHEMBL1105840,CHEMBL1154258,https://doi.org/10.1016/j.bmcl.2009.08.040,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,2026-09-10T12:57:45.684073+00:00,a2a-computational-curation-v1.3
CHEMBL1087185,CHEMBL1087185,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,12084382,CHEMBL2167687,CHEMBL2163234,https://doi.org/10.1021/jm201640m,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,2026-09-10T12:57:45.684091+00:00,a2a-computational-curation-v1.3
CHEMBL4451303,CHEMBL4451303,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,19438464,CHEMBL4430990,CHEMBL4428125,https://doi.org/10.1016/j.bmc.2016.09.003,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,2026-09-10T12:57:45.684138+00:00,a2a-computational-curation-v1.3
CHEMBL1092270,CHEMBL1092270,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3243756,CHEMBL1105453,CHEMBL1156165,https://doi.org/10.1016/j.bmc.2010.02.048,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as inhibition of NECA-induced intracellular cAMP accumulation at 100 nM after 24 hrs (Rvb= 0.40 pmol/ml),2026-09-10T12:57:45.684163+00:00,a2a-computational-curation-v1.3
CHEMBL1095999,CHEMBL1095999,3,antagonist,needs_full_text,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,"Functional evidence passed target/context checks, but no qualifying primary publication was established.",1,1,14645590,CHEMBL3267347,CHEMBL3259781,https://doi.org/10.1021/jm4011669,Antagonist activity at human recombinant adenosine receptor A2a by cAMP assay,2026-09-10T12:57:45.684177+00:00,a2a-computational-curation-v1.3
CHEMBL4540395,CHEMBL4540395,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,19438465,CHEMBL4430990,CHEMBL4428125,https://doi.org/10.1016/j.bmc.2016.09.003,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,2026-09-10T12:57:45.684223+00:00,a2a-computational-curation-v1.3
CHEMBL1097859,CHEMBL1097859,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,3296347,CHEMBL1108378,CHEMBL1158568,https://doi.org/10.1016/j.bmc.2010.03.048,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NSCA-induced cAMP accumulation pre-incubated for 15 mins by enzyme immunoassay,2026-09-10T12:57:45.684243+00:00,a2a-computational-curation-v1.3
CHEMBL113,CAFFEINE,3,antagonist,quarantine_excluded_function,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,Raw ChEMBL evidence contains endpoint-excluded functional class(es) ['inverse_agonist']; the record cannot enter the binary agonist-versus-antagonist endpoint.,1,1,13300495,CHEMBL2384073,CHEMBL2380258,https://doi.org/10.1016/j.bmcl.2013.03.070,Antagonist activity at human adenosine A2A receptor assessed as cAMP level by cell based assay,2026-09-10T12:57:45.684265+00:00,a2a-computational-curation-v1.3
CHEMBL1258170,CHEMBL1258170,3,antagonist,reject_context,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,"No evidence row passed the target, organism, confidence, readout, and class-direction checks.",1,0,3498256,CHEMBL1259523,CHEMBL1255521,https://doi.org/10.1016/j.bmcl.2010.07.095,Antagonist activity at adenosine A2A receptor by cAMP assay,2026-09-10T12:57:45.684277+00:00,a2a-computational-curation-v1.3
CHEMBL4549506,CHEMBL4549506,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,19438466,CHEMBL4430990,CHEMBL4428125,https://doi.org/10.1016/j.bmc.2016.09.003,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,2026-09-10T12:57:45.684325+00:00,a2a-computational-curation-v1.3
CHEMBL1460863,CHEMBL1460863,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,25517260,CHEMBL5336572,CHEMBL5335785,https://doi.org/10.1016/j.ejmech.2023.115419,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),2026-09-10T12:57:45.684347+00:00,a2a-computational-curation-v1.3
CHEMBL1561896,CHEMBL1561896,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18296988,CHEMBL4123896,CHEMBL4118207,https://doi.org/10.1021/acs.jmedchem.8b00204,Antagonist activity at human A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated cAMP accumulation at 100 nM preincubated for 15 mins followed by NECA addition measured after 15 mins by enzyme immunoassay,2026-09-10T12:57:45.684411+00:00,a2a-computational-curation-v1.3
CHEMBL4582207,CHEMBL4582207,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,19438463,CHEMBL4430990,CHEMBL4428125,https://doi.org/10.1016/j.bmc.2016.09.003,Agonist activity at recombinant human A2A receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP level at at 10 uM preincubated for 20 mins prior to forskolin-stimulation measure after 5 mins by liquid scintillation counting method,2026-09-10T12:57:45.684480+00:00,a2a-computational-curation-v1.3
CHEMBL1587915,CHEMBL1587915,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,25517255,CHEMBL5336572,CHEMBL5335785,https://doi.org/10.1016/j.ejmech.2023.115419,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay (Rvb = 8.38 +/- 0.03 No_unit),2026-09-10T12:57:45.684508+00:00,a2a-computational-curation-v1.3
CHEMBL1671936,CHEMBL1671936,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,5207187,CHEMBL1679415,CHEMBL1671809,https://doi.org/10.1021/jm1008659,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation,2026-09-10T12:57:45.684538+00:00,a2a-computational-curation-v1.3
CHEMBL183,"1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]",3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,19274389,CHEMBL4407539,CHEMBL4406810,https://doi.org/10.1021/acs.jmedchem.9b00106,Antagonist activity at human A2AR expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP production by alphascreen assay,2026-09-10T12:57:45.684562+00:00,a2a-computational-curation-v1.3
CHEMBL5171042,CHEMBL5171042,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,24669230,CHEMBL5099262,CHEMBL5096218,https://doi.org/10.1021/acs.jmedchem.2c01414,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,2026-09-10T12:57:45.684652+00:00,a2a-computational-curation-v1.3
CHEMBL197606,CHEMBL197606,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,1729866,CHEMBL853546,CHEMBL1148617,https://doi.org/10.1021/jm0506221,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,2026-09-10T12:57:45.684675+00:00,a2a-computational-curation-v1.3
